,연료별,시도별,합계,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,계,year,month,Unnamed: 21,친환경
136,CNG,소계,계,9652.0,3139.0,2665.0,2825.0,1461.0,1715.0,828.0,98.0,9216.0,876.0,730.0,609.0,1095.0,1097.0,1213.0,1801.0,14.0,39034.0,2018,10,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2018,10,,비친환경
170,하이브리드(휘발유+전기),소계,계,69103.0,20773.0,19209.0,26183.0,9663.0,9425.0,7426.0,3606.0,101553.0,10094.0,10065.0,13204.0,10572.0,10660.0,15669.0,20294.0,8120.0,365619.0,2018,10,,친환경
187,하이브리드(경유+전기),소계,계,29.0,15.0,16.0,8.0,3.0,4.0,0.0,1.0,26.0,0.0,3.0,2.0,2.0,1.0,1.0,14.0,0.0,125.0,2018,10,,친환경
204,하이브리드(LPG+전기),소계,계,1966.0,891.0,1036.0,868.0,722.0,578.0,560.0,192.0,4118.0,740.0,721.0,813.0,849.0,932.0,1111.0,1113.0,320.0,17530.0,2018,10,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,34.0,26.0,0.0,46.0,27.0,77.0,0.0,3.0,0.0,9.0,0.0,16.0,1.0,0.0,305.0,2018,10,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,10,,친환경
255,수소,소계,계,61.0,0.0,2.0,3.0,98.0,1.0,278.0,3.0,6.0,0.0,0.0,39.0,1.0,2.0,0.0,98.0,0.0,592.0,2018,10,,친환경
272,기타연료,소계,계,5571.0,14757.0,3120.0,11134.0,2841.0,2682.0,4455.0,533.0,20004.0,2724.0,4610.0,6550.0,3884.0,8015.0,8205.0,6912.0,655.0,106652.0,2018,10,,비친환경
289,총계,소계,계,3123896.0,1363704.0,1174278.0,1564608.0,662378.0,668645.0,557340.0,146023.0,5575139.0,764592.0,810276.0,1088961.0,912784.0,1024496.0,1417838.0,1690979.0,545390.0,23091327.0,2018,10,,비친환경
17,휘발유,소계,계,1593077.0,648546.0,555026.0,709041.0,290232.0,322316.0,277324.0,72473.0,2647895.0,321745.0,348737.0,466335.0,365671.0,379932.0,604841.0,788101.0,222108.0,10613400.0,2018,11,,비친환경
34,경유,소계,계,1146518.0,555920.0,471244.0,678761.0,270469.0,260450.0,227130.0,58268.0,2390141.0,366561.0,376740.0,516440.0,436958.0,519682.0,657697.0,731940.0,238839.0,9903758.0,2018,11,,비친환경
51,엘피지,소계,계,286123.0,123188.0,118164.0,137995.0,86587.0,70923.0,38942.0,11218.0,417436.0,62045.0,69351.0,86408.0,94343.0,105544.0,129290.0,140885.0,64453.0,2042895.0,2018,11,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2018,11,,비친환경
85,전기,소계,계,9329.0,1502.0,5869.0,1252.0,1384.0,1301.0,817.0,396.0,6162.0,1319.0,1175.0,1087.0,964.0,1942.0,1953.0,2073.0,15160.0,53685.0,2018,11,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,11,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,11,,비친환경
136,CNG,소계,계,9649.0,3133.0,2654.0,2820.0,1461.0,1715.0,828.0,134.0,9229.0,866.0,723.0,611.0,1087.0,1096.0,1213.0,1796.0,16.0,39031.0,2018,11,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2018,11,,비친환경
170,하이브리드(휘발유+전기),소계,계,71282.0,21390.0,19728.0,27613.0,9900.0,9688.0,7591.0,3745.0,104965.0,10363.0,10318.0,13574.0,10894.0,10953.0,16012.0,20694.0,8454.0,377164.0,2018,11,,친환경
187,하이브리드(경유+전기),소계,계,29.0,14.0,16.0,8.0,3.0,4.0,0.0,1.0,27.0,0.0,3.0,2.0,2.0,1.0,1.0,14.0,0.0,125.0,2018,11,,친환경
204,하이브리드(LPG+전기),소계,계,1959.0,890.0,1033.0,861.0,719.0,575.0,559.0,193.0,4114.0,740.0,720.0,810.0,849.0,938.0,1105.0,1107.0,322.0,17494.0,2018,11,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,38.0,26.0,0.0,46.0,27.0,77.0,0.0,3.0,0.0,9.0,0.0,19.0,1.0,0.0,312.0,2018,11,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,11,,친환경
255,수소,소계,계,79.0,0.0,2.0,4.0,137.0,1.0,332.0,3.0,6.0,0.0,0.0,49.0,2.0,2.0,0.0,136.0,0.0,753.0,2018,11,,친환경
272,기타연료,소계,계,5606.0,14824.0,3138.0,11209.0,2881.0,2693.0,4465.0,544.0,20098.0,2750.0,4681.0,6555.0,3911.0,8032.0,8267.0,6915.0,662.0,107231.0,2018,11,,비친환경
289,총계,소계,계,3123702.0,1369410.0,1176887.0,1569602.0,663799.0,669668.0,558034.0,147002.0,5600152.0,766389.0,812451.0,1091871.0,914690.0,1028122.0,1420399.0,1693663.0,550014.0,23155855.0,2018,11,,비친환경
17,휘발유,소계,계,1592471.0,649241.0,554745.0,712808.0,290279.0,322176.0,277117.0,72927.0,2654351.0,321540.0,349697.0,466920.0,366015.0,381449.0,605611.0,788544.0,223405.0,10629296.0,2018,12,,비친환경
34,경유,소계,계,1147787.0,556857.0,472257.0,681917.0,270869.0,260742.0,227287.0,58530.0,2399774.0,366877.0,377794.0,517539.0,437810.0,521738.0,658801.0,732391.0,240567.0,9929537.0,2018,12,,비친환경
51,엘피지,소계,계,284328.0,122747.0,117660.0,137680.0,86291.0,70769.0,38830.0,11234.0,415728.0,61632.0,69256.0,86090.0,94049.0,105657.0,128769.0,140284.0,64399.0,2035403.0,2018,12,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2018,12,,비친환경
85,전기,소계,계,9564.0,1567.0,6605.0,1284.0,1447.0,1334.0,847.0,394.0,6383.0,1377.0,1199.0,1127.0,997.0,1974.0,2001.0,2107.0,15549.0,55756.0,2018,12,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,12,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,12,,비친환경
136,CNG,소계,계,9635.0,3099.0,2655.0,2814.0,1461.0,1709.0,829.0,140.0,9219.0,863.0,719.0,610.0,1089.0,1084.0,1197.0,1798.0,13.0,38934.0,2018,12,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2018,12,,비친환경
170,하이브리드(휘발유+전기),소계,계,73157.0,21907.0,20225.0,28969.0,10123.0,9932.0,7776.0,3865.0,107733.0,10570.0,10596.0,13869.0,11200.0,11185.0,16354.0,21062.0,8654.0,387177.0,2018,12,,친환경
187,하이브리드(경유+전기),소계,계,30.0,14.0,15.0,8.0,3.0,4.0,0.0,1.0,26.0,0.0,3.0,2.0,2.0,1.0,1.0,14.0,0.0,124.0,2018,12,,친환경
204,하이브리드(LPG+전기),소계,계,1940.0,890.0,1021.0,849.0,718.0,580.0,559.0,196.0,4118.0,738.0,718.0,805.0,846.0,941.0,1114.0,1108.0,326.0,17467.0,2018,12,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,20.0,1.0,0.0,316.0,2018,12,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,12,,친환경
255,수소,소계,계,84.0,0.0,2.0,5.0,202.0,1.0,345.0,3.0,7.0,0.0,0.0,60.0,2.0,2.0,0.0,180.0,0.0,893.0,2018,12,,친환경
272,기타연료,소계,계,5604.0,14847.0,3155.0,11234.0,2897.0,2710.0,4470.0,552.0,20191.0,2777.0,4713.0,6616.0,3925.0,8043.0,8288.0,6958.0,665.0,107645.0,2018,12,,비친환경
289,총계,소계,계,3124651.0,1371172.0,1178353.0,1577607.0,664316.0,669959.0,558106.0,147869.0,5617611.0,766374.0,814698.0,1093638.0,915944.0,1032074.0,1422157.0,1694448.0,553578.0,23202555.0,2018,12,,비친환경
17,휘발유,소계,계,1593540.0,650634.0,555035.0,718588.0,290880.0,322279.0,277305.0,73860.0,2664071.0,322556.0,350953.0,468250.0,366720.0,382237.0,606599.0,790333.0,225048.0,10658888.0,2019,01,,비친환경
34,경유,소계,계,1150483.0,558429.0,473592.0,683657.0,272079.0,261608.0,228072.0,59208.0,2412854.0,368474.0,379869.0,519625.0,439911.0,523745.0,661768.0,734460.0,242376.0,9970210.0,2019,01,,비친환경
51,엘피지,소계,계,282789.0,122306.0,117222.0,137507.0,86149.0,70516.0,38678.0,11348.0,414275.0,61371.0,69079.0,85961.0,93726.0,105309.0,128491.0,139859.0,64555.0,2029141.0,2019,01,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,01,,비친환경
85,전기,소계,계,9571.0,1589.0,6885.0,1298.0,1446.0,1360.0,862.0,402.0,6493.0,1393.0,1205.0,1142.0,1005.0,1997.0,2017.0,2123.0,15297.0,56085.0,2019,01,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,01,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,01,,비친환경
136,CNG,소계,계,9627.0,3085.0,2646.0,2819.0,1462.0,1708.0,828.0,137.0,9207.0,841.0,718.0,617.0,1086.0,1084.0,1199.0,1793.0,12.0,38869.0,2019,01,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2019,01,,비친환경
170,하이브리드(휘발유+전기),소계,계,74700.0,22453.0,20675.0,29858.0,10407.0,10167.0,7941.0,3967.0,110319.0,10799.0,10810.0,14141.0,11412.0,11408.0,16653.0,21429.0,8846.0,395985.0,2019,01,,친환경
187,하이브리드(경유+전기),소계,계,32.0,14.0,16.0,8.0,3.0,4.0,0.0,1.0,26.0,0.0,3.0,2.0,2.0,1.0,0.0,12.0,0.0,124.0,2019,01,,친환경
204,하이브리드(LPG+전기),소계,계,1935.0,887.0,1018.0,839.0,718.0,581.0,563.0,194.0,4114.0,738.0,711.0,807.0,844.0,940.0,1118.0,1107.0,324.0,17438.0,2019,01,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,20.0,1.0,0.0,316.0,2019,01,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,01,,친환경
255,수소,소계,계,82.0,0.0,2.0,6.0,203.0,1.0,346.0,3.0,8.0,0.0,0.0,61.0,2.0,1.0,0.0,203.0,0.0,918.0,2019,01,,친환경
272,기타연료,소계,계,5610.0,14837.0,3176.0,11247.0,2938.0,2738.0,4467.0,564.0,20241.0,2809.0,4776.0,6629.0,3940.0,8055.0,8338.0,6996.0,672.0,108033.0,2019,01,,비친환경
289,총계,소계,계,3128420.0,1374237.0,1180280.0,1585866.0,666311.0,670964.0,559108.0,149711.0,5641689.0,768981.0,818127.0,1097235.0,918657.0,1034777.0,1426204.0,1698317.0,557130.0,23276014.0,2019,01,,비친환경
17,휘발유,소계,계,1594206.0,651974.0,554304.0,721619.0,290838.0,321952.0,277329.0,74687.0,2669880.0,323102.0,351550.0,469183.0,366960.0,382768.0,606962.0,789966.0,226083.0,10673363.0,2019,02,,비친환경
34,경유,소계,계,1150211.0,560669.0,474050.0,684104.0,272438.0,261621.0,228494.0,59831.0,2406896.0,368915.0,381163.0,521122.0,441151.0,523961.0,663214.0,733976.0,243829.0,9975645.0,2019,02,,비친환경
51,엘피지,소계,계,281701.0,121805.0,116798.0,137221.0,86023.0,70162.0,38587.0,11402.0,413393.0,61157.0,69024.0,85678.0,93370.0,104971.0,128128.0,139486.0,64679.0,2023585.0,2019,02,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,02,,비친환경
85,전기,소계,계,9647.0,1602.0,6927.0,1341.0,1462.0,1358.0,864.0,414.0,6579.0,1423.0,1216.0,1161.0,1017.0,1999.0,2043.0,2211.0,15268.0,56532.0,2019,02,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,02,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,02,,비친환경
136,CNG,소계,계,9628.0,3080.0,2656.0,2823.0,1463.0,1699.0,828.0,139.0,9212.0,832.0,720.0,617.0,1086.0,1079.0,1191.0,1794.0,14.0,38861.0,2019,02,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2019,02,,비친환경
170,하이브리드(휘발유+전기),소계,계,75812.0,22908.0,20993.0,30503.0,10560.0,10313.0,8064.0,4068.0,112292.0,10934.0,10964.0,14348.0,11615.0,11571.0,16902.0,21638.0,9000.0,402485.0,2019,02,,친환경
187,하이브리드(경유+전기),소계,계,32.0,14.0,16.0,8.0,3.0,4.0,0.0,1.0,26.0,0.0,3.0,2.0,2.0,1.0,0.0,12.0,0.0,124.0,2019,02,,친환경
204,하이브리드(LPG+전기),소계,계,1934.0,885.0,1011.0,840.0,714.0,574.0,561.0,196.0,4108.0,737.0,714.0,802.0,843.0,944.0,1114.0,1104.0,322.0,17403.0,2019,02,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,20.0,1.0,0.0,316.0,2019,02,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,02,,친환경
255,수소,소계,계,105.0,4.0,2.0,6.0,203.0,1.0,345.0,3.0,10.0,0.0,0.0,61.0,2.0,1.0,0.0,235.0,0.0,978.0,2019,02,,친환경
272,기타연료,소계,계,5635.0,14829.0,3186.0,11287.0,2928.0,2712.0,4481.0,576.0,20372.0,2815.0,4806.0,6631.0,3949.0,8072.0,8362.0,7068.0,680.0,108389.0,2019,02,,비친환경
289,총계,소계,계,3128962.0,1377773.0,1179956.0,1589791.0,666658.0,670398.0,559599.0,151344.0,5642849.0,769915.0,820163.0,1099605.0,920004.0,1035367.0,1427937.0,1697492.0,559875.0,23297688.0,2019,02,,비친환경
17,휘발유,소계,계,1595412.0,652619.0,554780.0,724532.0,291303.0,321815.0,277530.0,75453.0,2679063.0,324043.0,352590.0,470287.0,368031.0,383778.0,607761.0,790840.0,227386.0,10697223.0,2019,03,,비친환경
34,경유,소계,계,1146551.0,560991.0,474950.0,683562.0,273081.0,262195.0,228959.0,60398.0,2400567.0,367941.0,380527.0,521416.0,440427.0,524026.0,663610.0,732816.0,245499.0,9967516.0,2019,03,,비친환경
51,엘피지,소계,계,280707.0,121478.0,116352.0,136203.0,86013.0,69986.0,38510.0,11464.0,413181.0,61019.0,68930.0,85623.0,93153.0,104741.0,127904.0,139300.0,64777.0,2019341.0,2019,03,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,03,,비친환경
85,전기,소계,계,9934.0,1786.0,7140.0,1499.0,1587.0,1463.0,902.0,535.0,7290.0,1567.0,1377.0,1559.0,1196.0,2514.0,2404.0,2602.0,15597.0,60952.0,2019,03,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,03,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,03,,비친환경
136,CNG,소계,계,9617.0,3074.0,2637.0,2823.0,1463.0,1688.0,829.0,140.0,9208.0,823.0,717.0,616.0,1086.0,1080.0,1198.0,1794.0,14.0,38807.0,2019,03,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2019,03,,비친환경
170,하이브리드(휘발유+전기),소계,계,77216.0,23327.0,21369.0,31281.0,10764.0,10517.0,8256.0,4194.0,114535.0,11162.0,11200.0,14589.0,11852.0,11876.0,17239.0,21943.0,9186.0,410506.0,2019,03,,친환경
187,하이브리드(경유+전기),소계,계,31.0,14.0,16.0,8.0,3.0,4.0,0.0,1.0,28.0,0.0,3.0,2.0,2.0,1.0,0.0,11.0,0.0,124.0,2019,03,,친환경
204,하이브리드(LPG+전기),소계,계,1931.0,883.0,1017.0,831.0,717.0,577.0,564.0,193.0,4090.0,731.0,710.0,800.0,838.0,932.0,1111.0,1110.0,324.0,17359.0,2019,03,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,20.0,1.0,0.0,316.0,2019,03,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,03,,친환경
255,수소,소계,계,131.0,4.0,2.0,6.0,238.0,1.0,345.0,3.0,18.0,0.0,0.0,61.0,1.0,1.0,0.0,268.0,0.0,1079.0,2019,03,,친환경
272,기타연료,소계,계,5655.0,14872.0,3201.0,11330.0,2932.0,2722.0,4495.0,587.0,20570.0,2864.0,4812.0,6692.0,3989.0,8124.0,8422.0,7090.0,686.0,109043.0,2019,03,,비친환경
289,총계,소계,계,3127236.0,1379051.0,1181477.0,1592114.0,668127.0,670970.0,560436.0,152995.0,5648632.0,770150.0,820869.0,1101645.0,920584.0,1037073.0,1429670.0,1697776.0,563469.0,23322274.0,2019,03,,비친환경
17,휘발유,소계,계,1597621.0,653419.0,554786.0,728729.0,291740.0,321890.0,277693.0,76080.0,2687942.0,324957.0,354231.0,471216.0,368465.0,384945.0,608682.0,792371.0,229362.0,10724129.0,2019,04,,비친환경
34,경유,소계,계,1140532.0,560197.0,471839.0,682524.0,272615.0,261980.0,229166.0,60514.0,2397512.0,367923.0,382714.0,520894.0,440562.0,524509.0,663054.0,733454.0,245593.0,9955582.0,2019,04,,비친환경
51,엘피지,소계,계,279713.0,121279.0,116129.0,135820.0,86025.0,69941.0,38515.0,11520.0,412712.0,61004.0,68980.0,85730.0,93063.0,104755.0,127952.0,139269.0,64659.0,2017066.0,2019,04,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,04,,비친환경
85,전기,소계,계,10175.0,1906.0,7475.0,1686.0,1736.0,1616.0,927.0,642.0,7872.0,1727.0,1695.0,2051.0,1418.0,2687.0,2763.0,2783.0,16066.0,65225.0,2019,04,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,04,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,04,,비친환경
136,CNG,소계,계,9607.0,3078.0,2644.0,2812.0,1462.0,1685.0,829.0,142.0,9223.0,821.0,715.0,610.0,1081.0,1080.0,1198.0,1786.0,14.0,38787.0,2019,04,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2019,04,,비친환경
170,하이브리드(휘발유+전기),소계,계,78778.0,23798.0,21778.0,32275.0,10986.0,10700.0,8438.0,4327.0,117146.0,11371.0,11422.0,14855.0,12129.0,12188.0,17581.0,22335.0,9415.0,419522.0,2019,04,,친환경
187,하이브리드(경유+전기),소계,계,31.0,15.0,15.0,8.0,3.0,4.0,0.0,1.0,28.0,0.0,3.0,2.0,2.0,1.0,0.0,11.0,0.0,124.0,2019,04,,친환경
204,하이브리드(LPG+전기),소계,계,1939.0,881.0,1007.0,830.0,714.0,576.0,562.0,190.0,4066.0,731.0,709.0,802.0,842.0,929.0,1112.0,1112.0,327.0,17329.0,2019,04,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,20.0,1.0,0.0,316.0,2019,04,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,04,,친환경
255,수소,소계,계,143.0,8.0,4.0,6.0,304.0,19.0,530.0,3.0,38.0,0.0,0.0,62.0,1.0,2.0,1.0,321.0,0.0,1442.0,2019,04,,친환경
272,기타연료,소계,계,5699.0,14901.0,3218.0,11374.0,2953.0,2759.0,4522.0,591.0,20783.0,2890.0,4869.0,6763.0,4024.0,8170.0,8457.0,7120.0,687.0,109780.0,2019,04,,비친환경
289,총계,소계,계,3124289.0,1379485.0,1178908.0,1596103.0,668564.0,671172.0,561228.0,154037.0,5657404.0,771424.0,825341.0,1102985.0,921596.0,1039266.0,1430821.0,1700564.0,566123.0,23349310.0,2019,04,,비친환경
17,휘발유,소계,계,1598156.0,654493.0,555213.0,734400.0,292291.0,322205.0,278127.0,76532.0,2697351.0,325858.0,355194.0,472035.0,369386.0,385742.0,609480.0,793855.0,231024.0,10751342.0,2019,05,,비친환경
34,경유,소계,계,1136392.0,560607.0,471504.0,682220.0,272398.0,261108.0,228574.0,60730.0,2400645.0,368493.0,383066.0,521532.0,441348.0,525190.0,663911.0,734611.0,246969.0,9959298.0,2019,05,,비친환경
51,엘피지,소계,계,278696.0,121212.0,115846.0,135805.0,86227.0,69863.0,38445.0,11527.0,412317.0,60970.0,68910.0,85780.0,93207.0,104651.0,127991.0,139400.0,64559.0,2015406.0,2019,05,,비친환경
68,등유,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2019,05,,비친환경
85,전기,소계,계,10613.0,2085.0,7964.0,1842.0,1870.0,1781.0,959.0,728.0,8549.0,1833.0,1882.0,2246.0,1490.0,2817.0,2971.0,3005.0,16588.0,69223.0,2019,05,,친환경
102,알코올,소계,계,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,05,,비친환경
119,태양열,소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019,05,,비친환경
136,CNG,소계,계,9595.0,3072.0,2648.0,2814.0,1452.0,1681.0,818.0,145.0,9168.0,817.0,720.0,613.0,1082.0,1079.0,1189.0,1781.0,15.0,38689.0,2019,05,,비친환경
153,LNG,소계,계,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2019,05,,비친환경
170,하이브리드(휘발유+전기),소계,계,80460.0,24288.0,22133.0,33334.0,11217.0,10899.0,8604.0,4429.0,119734.0,11575.0,11647.0,15097.0,12360.0,12407.0,17882.0,22778.0,9665.0,428509.0,2019,05,,친환경
187,하이브리드(경유+전기),소계,계,31.0,15.0,15.0,8.0,3.0,3.0,0.0,1.0,30.0,1.0,3.0,1.0,2.0,1.0,0.0,10.0,0.0,124.0,2019,05,,친환경
204,하이브리드(LPG+전기),소계,계,1953.0,881.0,1008.0,825.0,715.0,569.0,563.0,187.0,4035.0,722.0,716.0,806.0,842.0,922.0,1108.0,1109.0,330.0,17291.0,2019,05,,친환경
221,하이브리드(CNG+전기),소계,계,51.0,2.0,13.0,39.0,26.0,0.0,46.0,27.0,79.0,0.0,3.0,0.0,9.0,0.0,23.0,1.0,0.0,319.0,2019,05,,친환경
238,하이브리드(LNG+전기),소계,계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,05,,친환경
255,수소,소계,계,146.0,97.0,4.0,7.0,324.0,28.0,728.0,4.0,103.0,0.0,2.0,89.0,1.0,3.0,2.0,363.0,0.0,1901.0,2019,05,,친환경
272,기타연료,소계,계,5714.0,14932.0,3246.0,11371.0,2966.0,2791.0,4554.0,601.0,20983.0,2920.0,4887.0,6840.0,4037.0,8237.0,8548.0,7186.0,698.0,110511.0,2019,05,,비친환경
289,총계,소계,계,3121807.0,1381685.0,1179594.0,1602665.0,669489.0,670929.0,561418.0,154911.0,5672997.0,773189.0,827030.0,1105040.0,923764.0,1041049.0,1433106.0,1704100.0,569848.0,23392621.0,2019,05,,비친환경
17,휘발유,소계,계,1597613.0,655520.0,555591.0,740272.0,292768.0,322380.0,278416.0,77074.0,2706021.0,326587.0,356006.0,472846.0,370011.0,386515.0,610121.0,795239.0,233180.0,10776160.0,2019,06,,비친환경
34,경유,소계,계,1134320.0,561539.0,471996.0,681712.0,272443.0,260767.0,228649.0,61085.0,2407581.0,369581.0,383751.0,522481.0,442282.0,526619.0,665227.0,736202.0,248414.0,9974649.0,2019,06,,비친환경
